year,exchange_rate,Corruption Perception Index,gdp_growth,ca_gdp,infl_diff,reserves_moi,country,log_exchange_rate,depreciation,lreserves_moi,corr_inv,corr_inv_l1,infl_diff_l1,ca_gdp_l1,reserves_moi_l1,gdp_growth_l1,AFC_97_98,GFC_08_09,COVID_20_22
1995.0,25.6763,27.7,4.625225,-2.33919984,6.83199610989534,2.613809326623558,Filipina,3.245568387444212,,0.9608086693983049,72.3,,,,,,0,0,0
1996.0,26.2028,26.9,5.860348,-4.17652404,7.4761037778791,3.204901903254414,Filipina,3.2658662752858425,0.02029788784163067,1.1646814824952978,73.1,72.3,6.83199610989534,-2.33919984,2.613809326623558,4.625225,0,0,0
1997.0,29.5693,30.5,5.186412,-4.62349406,5.59025939650601,1.961714521612959,Filipina,3.386736660942994,0.12087038565715158,0.673818846791415,69.5,73.1,7.4761037778791,-4.17652404,3.204901903254414,5.860348,1,0,0
1998.0,40.7572,33.0,-0.51409,2.075379047,9.23493432267121,3.074315914793045,Filipina,3.7076325111961057,0.3208958502531116,1.1230824097751175,67.0,69.5,5.59025939650601,-4.62349406,1.961714521612959,5.186412,1,0,0
1999.0,39.0886,36.0,3.346451,-3.35706943,5.93904901780808,5.172271220205672,Filipina,3.6658308643771083,-0.04180164681899745,1.643311899636315,64.0,67.0,9.23493432267121,2.075379047,3.074315914793045,-0.51409,0,0,0
2000.0,44.2594,28.0,4.382505,-2.66284885,3.9771250324928,4.677998400999012,Filipina,3.790067778272544,0.12423691389543556,1.5428703263489771,72.0,64.0,5.93904901780808,-3.35706943,5.172271220205672,3.346451,0,0,0
2001.0,50.9629,29.0,3.049231,-2.21740069,5.34550195567142,5.144178317819344,Filipina,3.9310979170230804,0.1410301387505366,1.6378656515404317,71.0,72.0,3.9771250324928,-2.66284885,4.677998400999012,4.382505,0,0,0
2002.0,51.6077,26.0,3.716255,-0.33449043,2.72277227722765,5.112041685680632,Filipina,3.9436708861608047,0.012572969137724321,1.631598871517853,74.0,71.0,5.34550195567142,-2.21740069,5.144178317819344,3.049231,0,0,0
2003.0,54.2194,25.0,5.086911,0.327439074,2.28915662650607,5.044497039735006,Filipina,3.9930387779819942,0.0493678918211895,1.6182979540359148,75.0,74.0,2.72277227722765,-0.33449043,5.112041685680632,3.716255,0,0,0
2004.0,56.049,26.0,6.569229,1.710490311,4.82921083627795,4.445549526438498,Filipina,4.0262263081458105,0.03318753016381626,1.4919034893197196,74.0,75.0,2.28915662650607,0.327439074,5.044497039735006,5.086911,0,0,0
2005.0,55.0449,25.0,4.942505,1.852907591,6.51685393258433,4.603491495933226,Filipina,4.008149215825285,-0.018077092320525345,1.5268150364394468,75.0,74.0,4.82921083627795,1.710490311,4.445549526438498,6.569229,0,0,0
2006.0,51.2589,25.0,5.316417,5.454522579,5.4852320675105,5.0882546025024356,Filipina,3.9368892614782047,-0.07125995434708043,1.626934864585879,75.0,75.0,6.51685393258433,1.852907591,4.603491495933226,4.942505,0,0,0
2007.0,46.1149,25.0,6.519292,5.174973355,2.90000000000003,6.740130265317614,Filipina,3.831136108193517,-0.1057531532846876,1.9080792519359069,75.0,75.0,5.4852320675105,5.454522579,5.0882546025024356,5.316417,0,0,0
2008.0,44.4778,23.0,4.344487,0.079295947,8.26044703595725,6.399534823871348,Filipina,3.794990188287465,-0.03614591990605209,1.8562253039539311,77.0,75.0,2.90000000000003,5.174973355,6.740130265317614,6.519292,0,1,0
2009.0,47.6298,24.0,1.448323,4.800783497,4.21903052064628,9.185118098483105,Filipina,3.863458615769731,0.06846842748226578,2.217584576339802,76.0,77.0,8.26044703595725,0.079295947,6.399534823871348,4.344487,0,1,0
2010.0,45.0947,24.0,7.3345,3.445409177,3.78983634797591,10.43726973921603,Filipina,3.808764722973301,-0.05469389279643,2.3453830290201942,76.0,76.0,4.21903052064628,4.800783497,9.185118098483105,1.448323,0,0,0
2011.0,43.3055,26.0,3.858233,2.409190699,4.7184170471842,11.599640595948566,Filipina,3.7682796477272067,-0.04048507524609413,2.4509741145244504,74.0,76.0,3.78983634797591,3.445409177,10.43726973921603,7.3345,0,0,0
2012.0,42.2148,34.0,6.896952,2.653278221,3.02696391124796,11.473876254014222,Filipina,3.7427708704577474,-0.025508777269459326,2.4400728212177585,66.0,74.0,4.7184170471842,2.409190699,11.599640595948566,3.858233,0,0,0
2013.0,42.4621,36.0,6.750531,4.009649584,2.58268766141795,11.620931882497961,Filipina,3.748611913365795,0.0058410429080475446,2.4528079446365996,64.0,66.0,3.02696391124796,2.653278221,11.473876254014222,6.896952,0,0,0
2014.0,44.3986,38.0,6.347987,3.615639134,3.59782343864211,9.940503592178363,Filipina,3.7932079374095182,0.044596024043723315,2.2966176825821645,62.0,64.0,2.58268766141795,4.009649584,11.620931882497961,6.750531,0,0,0
2015.0,45.5162,35.0,6.34831,2.37094986,0.674192536845408,9.898358171673785,Filipina,3.8180683065443404,0.024860369134822147,2.292368902142292,65.0,62.0,3.59782343864211,3.615639134,9.940503592178363,6.347987,0,0,0
2016.0,47.5034,35.0,7.149457,-0.37626266,1.25369880080982,8.846561650192898,Filipina,3.8608012874263133,0.04273298088197297,2.180028869426183,65.0,65.0,0.674192536845408,2.37094986,9.898358171673785,6.34831,0,0,0
2017.0,50.4165,34.0,6.930988,-0.65238793,2.85318772590947,7.783022701317831,Filipina,3.920318502452253,0.05951721502593976,2.05194478475545,66.0,65.0,1.25369880080982,-0.37626266,8.846561650192898,7.149457,0,0,0
2018.0,52.7029,36.0,6.341486,-2.55939306,5.30934661627707,6.88316024492647,Filipina,3.9646704824963046,0.0443519800440515,1.929077884407241,64.0,66.0,2.85318772590947,-0.65238793,7.783022701317831,6.930988,0,0,0
