country,depreciation_mean,depreciation_std,depreciation_min,depreciation_max,depreciation_count,corr_inv_mean,corr_inv_std,corr_inv_min,corr_inv_max,corr_inv_count,infl_diff_mean,infl_diff_std,infl_diff_min,infl_diff_max,infl_diff_count,ca_gdp_mean,ca_gdp_std,ca_gdp_min,ca_gdp_max,ca_gdp_count,reserves_moi_mean,reserves_moi_std,reserves_moi_min,reserves_moi_max,reserves_moi_count,gdp_growth_mean,gdp_growth_std,gdp_growth_min,gdp_growth_max,gdp_growth_count
Filipina,0.027670430723740973,0.08195115093880433,-0.1057531532846876,0.3208958502531116,29,69.69666666666667,4.640116179679071,62.0,77.0,30,4.43826743639836,2.0457978617813866,0.674192536845408,9.23493432267121,30,0.21402219593333333,3.103196016783723,-4.62349406,5.454522579,30,7.091066446176847,2.914632501117334,1.961714521612959,12.285445544374314,30,4.764828733333333,3.2340238570314668,-9.51829,7.580982,30
Indonesia,0.0674303000291317,0.24903980693873526,-0.2606485339342228,1.264085008870533,29,71.63000000000001,7.526374316018807,60.0,83.0,30,8.269547241180828,10.298236679707014,1.56012990525673,58.4510444723947,30,0.1751132271666666,2.6586954839062775,-3.37028227,4.843064528,30,5.636160231422741,1.2462097162471284,2.90213829092754,8.406974846397967,30,4.354739666666666,3.7785442459582455,-13.1267,8.220007,30
Malaysia,0.020759624523034526,0.07998358906453856,-0.0901034559104378,0.3310793309763034,29,50.43,2.5700060378300185,46.8,57.0,30,2.329512271162275,1.3600992893042092,-1.1387021539305,5.44078221100769,30,6.588661747533334,6.823388002993587,-9.74414012,16.8597967,30,5.209632000906006,1.2389769011535863,2.5718898112105006,7.244614620960147,30,4.7566377,3.8389169020883562,-7.35942,10.0027,30
Singapura,-0.002014530206414555,0.042526621123780285,-0.0807092541011569,0.1180971553385641,29,11.26,4.024459698154394,6.0,17.0,30,1.7401156998666667,2.065498206840315,-1.428937329,6.4602303737,30,18.407960757,3.7482207266478738,11.07150319,27.14333253,30,5.3592789156860166,0.6666716999012745,3.530211351438973,6.723268495297269,30,4.879987433333333,3.9440574260137997,-3.81471,14.51975,30
Thailand,0.011998639837397542,0.08169756117169055,-0.0938694354922455,0.2853821218300845,29,65.60666666666667,2.4538405272823565,62.0,72.1,30,2.4847769532323656,2.6015272018238296,-1.61068030486688,8.47805174421543,30,2.7515450604333336,5.169161601220892,-8.02658257,12.52904697,30,6.8931352763508,1.8228906931471935,4.051764323385821,12.132893118810737,30,3.002952,3.6455117632348766,-7.63404,8.120315,30
