Variable,Coefficient,Std_Error,P_value,Model,R_squared,N_obs
const,-0.010707361705375546,0.005125650866661786,0.03670988257973818,Model_0_POLS_Baseline,0.0141964962866451,145.0
corr_inv_l1,0.0006672126578654134,0.00023780359880941457,0.005020276073818848,Model_0_POLS_Baseline,0.0141964962866451,145.0
