country,variable,pp_stat_const,pp_pvalue_const,pp_stat_trend,pp_pvalue_trend,pp_stat_none,pp_pvalue_none,lags,nobs
Indonesia,infl_diff,-12.981107212502856,2.9424609126251845e-24,-12.296711200167053,1.3153146827765984e-19,-12.885134082115409,1.7103488573355387e-23,9,29
Malaysia,infl_diff,-16.16259169889525,4.449692407869013e-29,-16.096430468192956,1.1148747240046225e-22,-15.855135061623297,1.3529900370977155e-27,9,29
Filipina,infl_diff,-11.550067931121289,3.464774710695218e-21,-13.447128608529793,3.962611164196802e-21,-11.086669649748222,4.7529518510740086e-20,9,29
Singapura,infl_diff,-8.931623422872462,9.779963466369557e-15,-8.685130792507593,1.88785232885797e-12,-9.128223643746223,8.827048110422443e-16,9,29
Thailand,infl_diff,-12.844330029121554,5.521352318388867e-24,-13.865787181928582,1.4616787618160255e-21,-12.917007856328642,1.5054612017513372e-23,9,29
